PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Age,Purchase Amount,Category,Gender,Location
-1.620451948290111,0.20786261516970136,0.7416367186985623,-1.574980996808915,0.26482676426507445,0.7502014253258564,-0.13883200489372027,0.014925679616054954,-0.38299936156505493,-0.5086845587400664,53,38,Clothing,Male,Mississippi
-1.4872402144763073,-0.4373738670124621,0.02272883628516231,-0.9679876825935922,1.129598044431182,0.6996498240236576,-0.15299749222872802,0.31259223105083683,-0.1303721884017613,-0.08777026203548802,52,48,Clothing,Male,Montana
-1.6538209311983718,1.1985994718044795,1.6759525133436093,1.2499370569825947,0.04598340854314021,0.6409916885967415,0.7180304111788407,0.32889077046260157,-0.17062760525470305,-0.25480802607531194,66,90,Clothing,Male,Rhode Island
-1.6924463820165083,0.3507585791323458,-0.2829557700290594,0.3639397326098752,-2.5212387484550853,0.648534492734258,0.590617751725771,0.013602166390826953,-0.3064343532791283,-0.4961364454617475,21,51,Clothing,Male,Louisiana
-1.4785385307553567,-1.0728783891686953,-0.18549369634144117,-0.11772674456742886,-0.24204848701811013,0.6466093499103847,0.6818917621253284,-0.027890939767508338,-0.32092588552040935,-0.5869671313839571,31,62,Clothing,Male,North Carolina
-1.6703522741191552,1.326972580136913,-0.43609671553888874,-0.15052226952172193,-0.02399084169251836,0.5968925890376496,0.7552937921574052,0.2700835761659579,-0.20352218821335855,-0.1600947372167866,56,37,Clothing,Male,California
-1.5209982944131977,-1.237655767510351,1.4175313974723125,0.15235798063725262,-0.794962793441218,0.7753393753235394,-0.15164931953809482,0.027337754221826827,-0.2680805057059583,-0.6188977487102449,31,88,Clothing,Male,Oklahoma
-1.540971612905642,-0.2809583524624746,-2.4131612856138327,-0.22764376536841038,-1.1668676698510632,-0.27640979069045035,0.6092086179713666,0.4717017694185775,-0.3749505097392747,0.6367881067004002,18,22,Outerwear,Male,Florida
-1.483553318144522,-0.8641464518263924,-1.9967344468711874,-0.7740254958503507,-0.780439889480209,0.5374050399158403,0.7665331986724583,0.30339819066060403,-0.19121363519293344,-0.2421410017897968,18,25,Clothing,Male,Texas
-1.5433071064102546,0.04272682510631429,-1.6944248258017007,-0.930259733801336,0.16816021406577275,-0.8258443142179622,0.6488365428891296,0.03310447948610057,0.6112027807471424,0.1711163870783625,38,20,Accessories,Male,Nevada
-1.4119891522003525,-0.9305140450507479,0.08457766907434819,-0.9620571543682608,1.930670537423183,0.7972191326401485,-0.5834340182368071,0.40461064242562284,-0.3250551329313101,-0.3197297681292642,56,56,Clothing,Male,Kentucky
-1.52639015535789,-0.30939142008819454,2.067347023789927,0.3918305865211805,0.2476411016427451,-0.8414394358463613,0.6200094588770982,0.4041721051465859,-0.46526524188543517,0.5317754233835819,54,94,Accessories,Male,North Carolina
-1.4447948773120551,-1.0777551803184136,-0.8288960919251892,-0.4812408498871164,0.12035049316157966,0.6506180868678157,-0.20613094700810153,0.2358411707454261,-0.3940889484803712,0.7596733077756479,31,48,Clothing,Male,Wyoming
-1.5338299206122128,-0.01974818993448338,-0.1532661516358768,-1.6523852438851687,1.3782348618788618,-0.5971213132357626,-0.763102344722868,0.12246980539350028,-0.41769507970309133,-0.6899292149944509,57,31,Accessories,Male,North Carolina
-1.5702275624191004,-1.0759578149554034,1.6207771228994576,-0.4526291877147295,-0.8646806306450691,0.817387753850831,-0.6722812699594977,0.2594703637375477,-0.33434640428676476,-0.6287488964200723,33,79,Clothing,Male,West Virginia
-1.525397249410519,-1.0800147024778817,1.1586453057165282,-0.9176991866793749,-0.28991202442323083,-0.1898195079401581,0.7510702115180868,0.6601313835123989,-0.19754802810285677,-0.2894218247682873,36,67,Outerwear,Male,Kansas
-1.7500281166835794,1.5247570202934795,0.18440844289164102,-0.39852049395371625,-0.6573845824367734,0.7167618489872155,-0.611903904162697,0.3664077727377284,-0.14088108476068453,-0.20024265767032767,54,38,Clothing,Male,Colorado
-1.4922916325870739,-1.2355536897715413,1.6194177330516957,0.07645999298268052,-0.36994818819389563,0.7761249531723867,-0.5465082089366561,0.24825366258822107,0.8381660098793065,0.0905015940127617,36,91,Clothing,Male,North Dakota
-1.7142594361676606,1.18031762635865,0.6610191549397967,-1.1861386230166742,-0.5318502922603661,0.6553073170606972,0.7928832867899734,0.2821692325303894,-0.1175640710540348,-0.22267017100541536,54,33,Clothing,Male,Massachusetts
-1.5566897613990793,-0.7899706861979879,1.3111178968572579,-0.613345609717238,-0.8181318459229615,0.6700469001954673,0.7116078621729124,0.14388563973617094,-0.33244548274064917,-0.7288578150361864,35,69,Clothing,Male,Illinois
-1.505983391272717,-0.020997032521102202,-1.8750328248572323,0.6469157967658642,-0.09840751469608301,0.5391207216296316,-0.2609524872446315,0.12649349168072738,0.028094147701402238,-0.19271442625790297,35,45,Clothing,Male,Indiana
-1.6636994096064823,0.11538089706111451,-0.11481775089112156,-0.8021716852638522,-1.6087917179313325,0.6571679188134324,0.6697231349403187,0.09787667956485752,-0.377538141347587,-0.5291038520266478,29,37,Clothing,Male,Florida
-1.526116290664769,0.4544640457801569,0.47945814998327657,-0.2191870416712417,1.7886165450539402,0.7162310498378408,-0.19786771514183,0.18523550754874293,-0.12986607040379786,-0.13355808979517514,70,60,Clothing,Male,Arizona
-1.57663709849034,0.23920424734651832,1.671126394163467,-0.2630148651625654,1.365086898377816,-0.6120791010395603,-0.7751808642668883,0.017338969113591784,-0.4193491411637004,-0.6172695250539553,69,76,Accessories,Male,Louisiana
-1.692218228067097,1.06290198315154,1.1038385839334866,-1.4382082447533255,0.7110106306834992,-0.7361545029217891,0.7028472487333605,0.20102003990903652,0.553767441989352,0.21833483521886882,67,39,Accessories,Male,Alaska
-1.3147937013430977,-2.33787722875627,0.1514612978441018,1.0559897426512588,-0.2034118835434969,-0.2211368481941286,0.6786830605893222,0.38981901435366323,0.8972966214672432,-0.037078784349259646,20,100,Outerwear,Male,Tennessee
-1.4504414849799256,-1.230152236709911,-0.5080862879482969,0.41640757099077563,-0.46231626068808396,-0.8154155714018212,-0.7983904641659049,0.3767243047643074,-0.40336423162377644,0.5473610328722653,25,69,Accessories,Male,Ohio
-1.650106896105041,-0.31840790304741656,1.1034716065092223,-1.196030050236292,-0.6955244537874968,-0.7954136477752433,-0.2512708233504894,0.2878881233196604,-0.07914997339782184,-0.21452242168099794,39,53,Accessories,Male,Kentucky
-1.614699697431154,1.3407704415134938,-1.372985283458003,-0.3195467623752848,-0.14122589625650336,0.6107132195519288,-0.13997095565556686,0.26808591369647056,-0.4337960534292279,0.7084923829520291,50,21,Clothing,Male,Tennessee
-1.7607620926376601,1.8605285086841976,0.11056972912602138,0.12239771908948559,-0.6753325745639789,0.7056671183807567,-0.595333650573225,0.36626632565837874,-0.11307151911341401,-0.18399923105599048,57,43,Clothing,Male,California
-1.5978275276721825,0.19210095420496254,1.0193187134330817,-0.901977415449906,0.3720838746079838,-0.7524935535547911,0.6135766857336798,0.06769942820109365,-0.37265234453161417,-0.6577251144285456,55,54,Accessories,Male,Montana
-1.6543740099668498,0.9545174176309702,-0.37689159294725677,0.7655165934012296,-1.0688306702021457,0.5760714670373622,0.6956053922651029,0.2833335965638111,-0.10533424597956273,-0.17017034776662934,42,55,Clothing,Male,Nevada
-1.6799292648945507,0.9820822294788826,0.6585216974773068,-1.688290649186632,1.0270274438157188,0.7724267918961125,-0.1481530177964029,0.02607312863490968,0.7218120534451292,0.34556089349506014,68,30,Clothing,Male,New Jersey
-1.6912344170862625,1.002056444593158,-0.14860802830271752,-0.9831930721162174,-0.472418731250217,0.6757378691390147,0.7704200963509364,0.13345813849294358,0.7823090464750477,0.2238129947333184,49,28,Clothing,Male,Maryland
-1.3853608811785483,-0.661947246005424,0.12038688087768502,-0.5914129998395623,1.939890193637915,0.7474411698913375,-0.14348343956258655,-0.08674588513284742,-0.3076605167061462,-0.5812867954321359,59,59,Clothing,Male,Vermont
-1.639670692113128,1.2751308926216325,-1.7378679090776834,-0.08402557945061248,-0.6973210169175471,0.5667181717093279,0.7479180259559263,0.40591249903116666,-0.1563531112764847,-0.29604480252343257,42,20,Clothing,Male,Alaska
-1.6404369547617363,-0.07014471168134132,-0.6610935762027832,-1.3193049789114573,-1.1301771704452712,0.7143700410122199,-0.25700679766430756,-0.10857911610009668,-0.3378198088642491,-0.4662772654884341,29,24,Clothing,Male,Mississippi
-1.5268187592583544,-0.6179481282352892,1.4719770103576741,0.616124178846393,0.07939534639403195,-0.2011608090892566,0.651889376892587,0.39113869853877686,-0.07977313030684685,-0.3081642407813086,47,94,Outerwear,Male,New Mexico
-1.7549510998364413,1.3901409114351535,-0.3159333795745709,-0.51428826561684,-1.6076549029737717,-0.17624838257073494,0.6095527625205028,0.16828533991206995,-0.2293453887096441,-0.616235067021154,40,28,Outerwear,Male,South Carolina
-1.6128301951641955,-0.6072678812736432,1.7168016337988061,-0.6770554441378285,-0.5380039910615213,-0.7537856868397791,-0.17351099846804913,0.2083934355452587,-0.0800784624180075,-0.23967316925776705,41,73,Accessories,Male,Mississippi
-1.4413562819343282,-1.8729049322502611,-0.3856151337249007,-0.33554979821095887,-0.3106287906632257,-0.24748060474059236,0.6563408960415926,0.4330379499432996,-0.028887209531152043,-0.26924798443382797,21,64,Outerwear,Male,West Virginia
-1.590235339279024,0.8301568240930487,0.7427486430542825,-0.49605260859181766,1.1913013525002039,0.648817300643603,0.7874840482744216,0.4850186875549376,-0.28329313760672875,-0.2732107637985519,69,54,Clothing,Male,Missouri
-1.3890302947338626,-0.8066818248193268,0.4694118308035468,0.06330004485437277,2.3794081422376165,-0.6184053230816857,-0.7127470470709683,0.26444815899131424,0.6855978509449872,0.11615756277863393,63,79,Accessories,Male,Louisiana
-1.5396263356268007,0.11671513886013629,-0.6523071002237951,-0.790093252013517,0.7388690573762317,0.7539130187372169,-0.5689706514637792,0.41633724879724726,-0.16776039764423195,-0.1741746185829154,50,37,Clothing,Male,Idaho
-1.471858432481116,-0.611422884357381,0.8242105440566007,-0.4762217199502559,1.1868508597442213,-0.7609922826467924,0.5770549429240323,-0.05003037585629416,-0.3388858466141864,-0.6906609994808759,55,68,Accessories,Male,Texas
-1.6346515055199269,-0.02517973886265458,-0.9296546855178682,-1.3209359129287135,-0.8929640514801604,-0.18370607518956794,-0.27937172837740115,0.48443868450647687,1.0395139777775542,0.12379692592247388,30,21,Footwear,Male,Mississippi
-1.6239624264824466,0.312274641009732,0.31196017306992574,1.347352624458413,-1.5864733534397781,-0.7155287041076355,-0.8408511852798782,0.09000473285547284,-0.19584577054681587,-0.6686251995510248,33,79,Accessories,Male,Arizona
-1.4509753868683828,-0.5968972420061064,1.3438014543142605,-0.059048908259831084,1.9265790607420912,-0.1575948473965143,-0.3220199690523226,0.5867962288946614,-0.267227475101511,0.6262083948935588,65,83,Footwear,Male,Alabama
-1.7067235597643018,0.89794438044013,1.3401083737314847,-1.839840232695425,0.5382092911856418,-0.7211011749174414,0.699017904013028,0.14834357899360526,0.6714318952415131,0.22520646512160136,65,36,Accessories,Male,New Jersey
-1.2473999932326998,-2.580164933006592,0.1464577542533438,0.4962851532663757,0.9985993426066632,0.6935523245850953,-0.29983939595511233,-0.016377213140333247,-0.27476806777529694,-0.4387647592009545,31,94,Clothing,Male,Pennsylvania
-1.7433058465751268,0.5205844956582436,0.8125824224913173,-1.6652519462760123,-0.7872787155539802,0.02192894145314271,-0.7454760528040197,0.3267694731028652,-0.18926293389526344,-0.6378330152943594,45,33,Outerwear,Male,Connecticut
-1.5781634805211626,0.44150108248684555,-0.19049815112013707,-0.48395666813890315,0.8713366539986142,-0.7061278124633069,-0.7437849707212706,0.32347103307152253,-0.26679637968190134,-0.19895365401691614,57,46,Accessories,Male,Utah
-1.3900607150546715,-1.149614805279725,-0.14784573892865743,-0.006580851503937935,1.5076520480603088,-0.8000759115003092,-0.3285069910199742,0.09230405790104745,-0.08880310280685225,-0.044141737607202365,48,70,Accessories,Male,Tennessee
-1.5859854403448967,-0.7394076564837408,-0.5952903071783391,-1.39825457893356,-1.1286146010263705,-0.833495133274053,0.5823823749282703,0.3114247318059554,-0.5312319829065948,0.8179219204277504,22,29,Accessories,Male,Alabama
-1.632269274338318,0.5697411854549148,-0.6843722977742593,0.36992927472496784,-1.064192040406387,0.7202108090471622,-0.6148956783114312,0.44672498986954656,-0.19347338846987017,-0.21851038052518948,36,48,Clothing,Male,Virginia
-1.5530972905587936,-0.2270817947746431,-2.137737104291396,-0.14397174934023654,-1.428526571112844,0.6022964404020585,0.6311366008991424,0.026547931571956895,-0.3339394570400056,-0.639434831415159,18,26,Clothing,Male,Georgia
-1.6155171035933973,0.8521913549910843,0.6491742133595234,1.6559749903227374,-0.8819056895037639,0.6586406662309408,0.7114213670809227,0.2607115732461798,0.7623381269266406,0.05299073483844771,48,85,Clothing,Male,Hawaii
-1.3985131225947836,-1.0147621876432427,-0.41021954760891693,-0.4847572056872027,1.6737051043574585,-0.6176855527757465,-0.7215810332100101,0.18373536500138682,0.7399361026417435,0.20692352553546234,49,58,Accessories,Male,Indiana
-1.5149598850387294,0.9655158357932021,0.08018927252850695,1.8938367157255072,0.8468577798181928,-0.9081850550248415,0.5912603183032685,0.3277158981422251,-0.15607405518435422,-0.3157307660016802,64,85,Accessories,Male,Utah
-1.6296767684461366,0.24069950049458497,0.28206917318418123,-0.9682800072920151,0.1856746833645987,-0.7693891541463472,-0.3182751142211834,0.3511741482223739,-0.1881834036709184,-0.07789667317872838,50,43,Accessories,Male,Delaware
-1.6215679387742492,-0.3541002273597564,-0.5229237988693698,0.09228039112110402,-1.6258170307877353,0.7064600377178876,-0.6498922994600657,0.41460858811160617,-0.19043909743979864,-0.1418507735815562,22,53,Clothing,Male,Delaware
-1.5837018948012862,-0.405927802733897,2.4376866317430235,-0.09813833482643733,-0.24456741201473162,0.6963203779523731,0.7974041820478833,0.3554005309950818,0.6629412462583453,0.1610696153143953,50,91,Clothing,Male,Nebraska
-1.5876734432133413,0.29616336557801026,0.6628951425372966,2.0310296588612156,-1.3509711651158425,-0.21421835872825454,0.5201601913580621,0.15114883162323536,-0.17722605581022907,-0.7171180558693955,38,96,Outerwear,Male,Iowa
-1.474412072364041,-1.1464196113864211,-0.6331599263721407,0.7876735148337112,-1.1104195825644634,-0.27599502627782774,-0.27815539947166895,0.5603311169618759,0.22520543181694763,-0.3935473202370109,19,72,Footwear,Male,New York
-1.6189804370091427,1.370239900891777,0.9979338807986998,2.1074299255311333,0.32791988094213753,-0.1392232451894257,-0.7606266212238288,0.7143146807770233,0.18347207812701558,-0.5004505267036256,67,96,Footwear,Male,Virginia
-1.5195902848746408,-1.0176882960055147,-1.3069868458323706,-1.159256839022895,-0.8554944847443257,0.6985472707096146,-0.18055335676069867,0.07323428115643404,0.8398632701929931,0.3493751439740327,19,28,Clothing,Male,Georgia
-1.5978871126954874,-0.14710229170552297,-0.09540697044917677,-0.9786223016798723,-0.6158426688809326,0.6428160649591363,0.800962405750623,0.3688320462928406,-0.29767315746934886,-0.2868702613955643,36,40,Clothing,Male,Texas
-1.7044587037975658,0.629037782473273,0.6287785640731098,-1.62454250785463,-0.12196886461274267,-0.04242529398044785,-0.2532944263511211,0.23795325006529763,0.7806395812954511,0.2233966989943314,52,32,Outerwear,Male,Arizona
-1.3094016463171503,-1.5039664656611522,0.44385466013622293,0.7711033051580027,1.9690957114158354,-0.7899548076951216,0.5396471638651974,-0.11290791964870994,-0.3904006763822819,-0.6804004692610364,53,95,Accessories,Male,New Mexico
-1.6622621846787253,-0.06869989387166966,0.0042562589821839355,-0.7719479023409775,-1.8888258828810958,0.7874021253637699,-0.6028383790117654,0.29804818497073876,0.8585011438336173,0.25289371933120164,24,41,Clothing,Male,Nevada
-1.67216205531972,0.843116467824287,0.7654486012592164,-0.25426375470880885,-0.4360338059962469,-0.2426544198839563,0.5996899190982851,0.6519221028672433,-0.24537867481530834,0.5315323430658112,52,53,Footwear,Male,Ohio
-1.571752269618239,0.03497344601955772,-0.31368187888609483,-0.17140036427084593,-1.0018928228852213,0.6233972603218352,0.7182513698289229,0.48728707032429486,-0.5186452286123274,0.6383514691244849,33,47,Clothing,Male,Wyoming
-1.417278879474236,-0.5642779899596415,0.012865152549142651,1.0349698276854764,0.7273307427416845,-0.17876648909284457,-0.27273223548370074,0.32803883467999007,-0.4346583156387306,0.6796194756994212,47,83,Outerwear,Male,California
-1.6045941515107505,-0.03053222922771344,-1.063347536978189,0.3402249749857215,-1.3115007334649462,-0.7452615345088499,-0.7705502950772448,0.3960707371676868,-0.09922539021782209,-0.19330545742055,25,48,Accessories,Male,South Carolina
-1.3866886570975532,-1.6164926899449465,1.1600675260287814,0.5458563845806776,0.9286408781230279,-0.7163620623992947,-0.42787174211942225,-0.09920335151050824,-0.2851469844801187,-0.5339259615430813,44,99,Accessories,Male,South Carolina
-1.3923658420500424,-0.6611774128861168,0.8164743459174932,0.47852237088749,1.7603044485679578,-0.1686591597100626,0.5996806667304935,0.2067861433285195,-0.28673350095270106,-0.7003950303470619,61,87,Outerwear,Male,Texas
-1.6012045334997882,-0.4406346674352185,1.2444387748430523,-0.7815508746203236,-0.842138417430847,0.6730139421265416,0.8004440369663541,0.4269386058121851,-0.5584233928570652,0.6422814196519324,37,62,Clothing,Male,Florida
-1.5040551152624386,-0.34616762369245113,1.2878308827122493,-0.22834016651554448,1.0418741280331854,0.7645699763821894,-0.13123324216689902,0.19399438000256142,0.8128982616677284,0.2066189455718298,58,76,Clothing,Male,Nevada
-1.5612857969034333,-0.5186854627187848,1.7621237721224068,0.9767346691193326,-1.0456856372657874,-0.12831980008797303,-0.7614151920045774,0.9186126913158185,-0.14358854875458432,0.3166048626749116,37,100,Footwear,Male,Missouri
-1.6307263562806482,-0.32080459148603696,0.7120436591564959,0.32636597538606976,-1.2308417224724966,-0.754076987433224,-0.3605657540614809,0.04924502803351655,0.8224027915984815,0.40454731345044403,32,73,Accessories,Male,Delaware
-1.4532853926704665,-2.0995618696659513,1.4068884055996935,-0.04660807714629659,-0.9143516408358292,-0.19521215506436018,0.5918367296416557,0.3406730608849466,-0.06424288770590036,-0.7737827306085094,21,92,Footwear,Male,Virginia
-1.4833173339744563,-0.6272463882664255,-1.3856153488566363,1.35679268491143,-1.1886098179410858,0.6548435002247447,-0.21060617123900602,0.08403098021278133,0.6920816855296493,0.22412236495192883,20,67,Clothing,Male,New York
-1.6131203045956466,-0.33245787135315785,-0.5700222258791975,-0.6231511615094665,-1.1889173303956102,0.6479423963878963,-0.12426467462848609,0.2429421765014327,-0.12651662273425957,-0.03672451250764841,26,40,Clothing,Male,Missouri
-1.5479767673465084,0.9127719017387128,0.7943658152468267,2.191016443982844,0.3650556308412583,-0.8921484085038613,0.5131824390149327,0.21244068731768928,-0.4801760020117778,0.7084570033393649,62,98,Accessories,Male,South Dakota
-1.5851620988642539,-1.23332952501045,1.8259110915765362,-0.28917396162139836,-1.3106043016832971,-0.05718930611343529,-0.1586686202227729,0.29311434033342987,0.9722927232577607,0.13016040823089894,27,85,Outerwear,Male,North Dakota
-1.5486564689456963,-0.4210514379545336,1.3595976499946856,-0.7692989054004745,0.40690064172078244,0.8475634294896481,-0.6082280151646731,0.10473823501899665,-0.42163649963574684,-0.6674769682762882,51,67,Clothing,Male,Oklahoma
-1.4757424886648665,-0.4662035949083135,0.8535735891912876,0.7747811018055875,0.8819043996165902,-0.09427247475994018,-0.7939890582506314,0.46926131996738657,-0.13954777774492966,-0.8673967739533732,54,89,Footwear,Male,West Virginia
-1.449012876128076,-0.1837932817907602,-1.223877297086938,-1.4163212148521187,1.8279622540445974,-0.6627265761539537,-0.6997837477879557,0.17581177162339864,0.7654237960667911,0.040541939926926424,55,24,Accessories,Male,New Hampshire
-1.3621551975468413,-0.12667935945800782,0.276836613506501,1.650155822928063,2.2767354510731255,-0.847155913998013,0.5885260116041431,0.20159015691648316,-0.6646855159151902,0.5567119654209787,69,96,Accessories,Male,New York
-1.6758567430323759,1.3536621662737984,0.023703168833139283,-0.7728066381606596,0.631847029858039,-0.03436552700099199,-0.651476522886217,0.6221351375105693,-0.1309636732476842,-0.35549212738627556,64,35,Outerwear,Male,Minnesota
-1.6658387235934895,0.07218729001470445,0.2573910308244106,0.5637155944371479,-1.8274167134368593,-0.1649603989345159,-0.8168434475101671,0.42171498645943023,-0.03191845889431546,-0.8912601111974274,28,67,Footwear,Male,Maryland
-1.5855404290108563,1.098835897466901,0.9495387477834142,0.9356792283240798,0.8906486375991152,0.8224723485241029,-0.6141239947226697,0.2364450649675954,0.6934396966851611,0.05578406366589356,70,79,Clothing,Male,Montana
-1.6532920702817957,1.3515316694423707,0.7871376686731885,1.7439428787561502,-0.4675908785775036,0.6403104994993029,0.7001068920052864,0.0905012138928954,0.6601912881560833,0.11987454774686851,58,85,Clothing,Male,Alabama
-1.6402628297063935,0.7854849939801927,-0.3796579661593943,-1.2435573384869558,0.5533557571208608,-0.8451963616692841,0.6477654632394885,0.2983938429062868,-0.33549680210534505,-0.19152858623915747,56,26,Accessories,Male,New York
-1.3269934119876352,-2.4804173222205543,0.05542890873346746,-0.49540386168780154,0.6196885484486585,-0.704068888401065,-0.6775641588361602,0.5125214560607831,-0.18159839218244178,-0.2982520112219372,26,75,Accessories,Male,Massachusetts
-1.494141386233693,-0.8437104417212585,0.403028151316792,-0.3316739923772177,-0.10290165110414329,-0.8093025851557634,0.6755117820215808,0.17355841025965607,0.7929270151300927,0.02422748080761762,37,65,Accessories,Male,Florida
-1.55154686959393,0.2859458896091354,-0.8006271452855851,0.4887322294233142,0.002979546673458941,-0.7403710735565215,-0.8289424288293384,-0.013468674683263071,-0.34187760874161094,-0.7252942018881139,44,54,Accessories,Male,New Jersey
-1.4308180253396596,0.0012591344162911737,0.5422571829201127,1.407826636099769,2.119907079367188,-0.20505176306443013,-0.3184059380738333,0.2619228960150713,0.08499186141357659,-0.224396185404255,70,95,Outerwear,Male,Massachusetts
-1.6165016853973084,0.2609664849857527,1.9463343245736342,0.8247045529574583,-0.37824115450065104,0.7002974487164273,0.7199698497051827,0.20935279811025423,0.7223791836977166,0.23619253668450024,53,94,Clothing,Male,Wyoming
-1.4277083351752935,-0.22621652177784513,-0.005429593514173089,1.3390661087164566,1.1942854654436743,-0.2144241540149771,-0.3198205707349179,0.5212409486033376,1.0203694329018043,0.06314824473519567,55,86,Footwear,Male,Virginia
-1.611733706550928,0.07435355219734222,0.15325325191278968,-1.663376507021734,0.4633951384535577,-0.10791746188283782,-0.6749335077897264,0.7362244973387913,0.033967605545677015,-0.3206531719087876,50,32,Footwear,Male,South Dakota
-1.5248724431404552,-0.34131753888195976,0.4937964112251763,-1.33697838050466,0.6501724838578077,0.7883628165541359,-0.5706728328305897,0.4756427260102692,-0.46361446370037174,0.7239971090428226,50,45,Clothing,Male,Kentucky
-1.5768184243540286,-0.5411624855465983,1.3742397544401528,-0.13456923836495938,-0.7101706911497858,-0.18096197760401475,0.6576297234608308,0.49710099576599565,-0.4321087387855865,0.7087047696535833,38,76,Outerwear,Male,Wyoming
-1.574525481830192,0.3450595054480994,1.37990993085541,0.5131080065643596,0.9039844083639882,-0.6940692577080549,-0.7143391505088316,0.3867630235886469,-0.24654275259012104,-0.26854170921627785,64,84,Accessories,Male,West Virginia
-1.3450555875757688,-2.1242417125814916,-0.6133318227115964,0.16190663670882596,-0.2005665008718522,0.6176447387749685,0.6498643249648486,0.04582487867978152,-0.38476809124462424,-0.5624235595046609,19,72,Clothing,Male,Virginia
-1.6609345449391957,-0.23112340313431695,0.933391386583873,-1.7987857305374493,-0.5620135165994177,-0.6244956808574542,-0.6623180649102742,0.2140328051187173,0.7560606764164675,0.2626428289197661,40,40,Accessories,Male,Washington
